Zone,SFD,SFA,MF234,MF5plus,MH,DevCapacity,DevLandUse
634,1,1,1,1,1,67,3612.747958
635,1,1,1,1,1,266,2516.973058
636,1,1,1,1,1,1,462.7218267
637,1,1,1,1,1,44,12.3528509
638,1,1,1,1,1,62,8.661294658
639,1,1,1,1,1,225.98697,2526.419759
640,1,1,1,1,1,229.27177,50.05528006
641,1,1,1,1,1,147.19029,206.7631988
642,1,1,1,1,1,76.79349,180.2851183
643,1,1,1,1,1,200.99567,7.049284592
644,1,1,1,1,1,272.95782,10.97591562
645,1,1,1,1,1,157.00446,84.66380809
646,1,1,1,1,1,173.8185,7.624197619
647,1,1,1,1,1,91.70763,128.4818542
648,1,1,1,1,1,1354.5175,10.07733214
649,1,1,1,1,1,247.81644,101.559368
650,1,1,1,1,1,97.67284,214.2473461
651,1,1,1,1,1,1938.1548,61.24975637
652,1,1,1,1,1,74,32.48554033
653,1,1,1,1,1,26,1.860042506
654,1,1,1,1,1,478.56775,1.411717768
655,1,1,1,1,1,841.75946,5.243050926
656,1,1,1,1,1,59,1.282097913
657,1,1,1,1,1,123.17617,21.45512123
658,1,1,1,1,1,895.4308,16.35450549
659,1,1,1,1,1,22,207.6400348
660,1,1,1,1,1,37,120.1457858
661,1,1,1,1,1,93.31311,14.2580353
662,1,1,1,1,1,85,10.98058152
663,1,1,1,1,1,608,11.22857223
664,1,1,1,1,1,42.294598,16.95574337
665,1,1,1,1,1,25,10.8781176
666,1,1,1,1,1,50.656555,11.42840316
667,1,1,1,1,1,19,15.87920216
668,1,1,1,1,1,15,11.55725471
669,1,1,1,1,1,33,7.996266288
670,1,1,1,1,1,118,10.31978352
671,1,1,1,1,1,456.84607,15.80329517
672,1,1,1,1,1,13,10.0048887
673,1,1,1,1,1,63.98372,11.67008912
674,1,1,1,1,1,11,17.80161432
675,1,1,1,1,1,19,12.86454612
676,1,1,1,1,1,11,16.93950186
677,1,1,1,1,1,98.38046,17.07777326
678,1,1,1,1,1,88,21.12026256
679,1,1,1,1,1,87.98372,11.83424144
680,1,1,1,1,1,184,12.72837053
681,1,1,1,1,1,93,2.583933052
682,1,1,1,1,1,102.605484,3.797944303
683,1,1,1,1,1,180.95116,1.996360894
684,1,1,1,1,1,1425.8075,4.317915611
685,1,1,1,1,1,116.538124,6.281926209
686,1,1,1,1,1,100.91637,20.99755622
687,1,1,1,1,1,259.097,81.60008674
688,1,1,1,1,1,1868.57,11.59064954
689,1,1,1,1,1,490.9297,18.30518493
690,1,1,1,1,1,181.812,20.06291188
691,1,1,1,1,1,78,10.04203193
692,1,1,1,1,1,350.9001,11.06229485
693,1,1,1,1,1,62.43917,37.57725833
694,1,1,1,1,1,56.03479,7.930384939
695,1,1,1,1,1,22,19.1794491
696,1,1,1,1,1,41,93.90740071
697,1,1,1,1,1,52.364178,14.60313168
698,1,1,1,1,1,18,5.598652723
699,1,1,1,1,1,151.79349,23.05764009
700,1,1,1,1,1,102.19023,7.812173257
701,1,1,1,1,1,225.00223,5.107936809
702,1,1,1,1,1,302.81433,31.90735561
703,1,1,1,1,1,163.29462,12.14254592
704,1,1,1,1,1,221.67296,26.03142511
705,1,1,1,1,1,236.49573,15.89099527
706,1,1,1,1,1,147.50444,32.88741325
707,1,1,1,1,1,207.32939,8.548856573
708,1,1,1,1,1,688.19904,19.70476079
709,1,1,1,1,1,73.174706,14.61415331
710,1,1,1,1,1,79.43484,12.01186554
711,1,1,1,1,1,225.82196,7.001519937
712,1,1,1,1,1,427.713,7.278606079
713,1,1,1,1,1,453.4078,13.27366219
714,1,1,1,1,1,417.79794,6.671783022
715,1,1,1,1,1,313.9925,14.19440853
716,1,1,1,1,1,489.70453,4.047727711
717,1,1,1,1,1,1153.4191,45.35228434
718,1,1,1,1,1,1113.5137,14.59040774
719,1,1,1,1,1,572,14.61544869
720,1,1,1,1,1,4098.7725,24.33207085
721,1,1,1,1,1,266.98816,10.08309057
722,1,1,1,1,1,221.05775,12.26130856
723,1,1,1,1,1,1887.51,9.286910528
724,1,1,1,1,1,503.00888,5.965635314
725,1,1,1,1,1,642.50256,11.49336183
726,1,1,1,1,1,173.60548,0.771583144
727,1,1,1,1,1,688.3317,2.210286322
728,1,1,1,1,1,494.84918,1.511358961
729,1,1,1,1,1,585.3331,3.964583976
730,1,1,1,1,1,522.2591,8.32048361
731,1,1,1,1,1,1890.6538,16.76094126
732,1,1,1,1,1,65.52614,8.418284061
733,1,1,1,1,1,1651.1156,8.32214449
734,1,1,1,1,1,5432.878,7.785476868
735,1,1,1,1,1,424.4663,10.86966425
736,1,1,1,1,1,284.1742,7.801120453
737,1,1,1,1,1,555.00244,19.71410479
738,1,1,1,1,1,99.28809,13.77114734
739,1,1,1,1,1,158.29465,12.95744817
740,1,1,1,1,1,581.41016,20.2599825
741,1,1,1,1,1,544.0307,9.188727325
742,1,1,1,1,1,558.3277,8.926444476
743,1,1,1,1,1,512.3871,19.82408484
744,1,1,1,1,1,30.845667,10.90009825
745,1,1,1,1,1,115.70012,50.21279253
746,1,1,1,1,1,353.9708,7.706990898
747,1,1,1,1,1,78.51314,25.71975885
748,1,1,1,1,1,675.6839,1.254855371
749,1,1,1,1,1,154.25552,123.724512
750,1,1,1,1,1,171.50229,68.47440038
751,1,1,1,1,1,91.152275,64.08223372
752,1,1,1,1,1,64.978325,55.99041305
753,1,1,1,1,1,96.72835,14.1337894
754,1,1,1,1,1,9739.849,7.143647085
755,1,1,1,1,1,194.45018,13.18937903
756,1,1,1,1,1,65.70873,23.24200382
757,1,1,1,1,1,248.31313,5.862798517
758,1,1,1,1,1,4542.147,17.867451
759,1,1,1,1,1,1205.2324,8.765197857
760,1,1,1,1,1,251.42305,8.727414296
761,1,1,1,1,1,381.7121,9.380919152
762,1,1,1,1,1,264.08383,2.600383781
763,1,1,1,1,1,213.86092,1.872798265
764,1,1,1,1,1,805.596,2.495787923
765,1,1,1,1,1,157.24791,2.670304303
766,1,1,1,1,1,35,16.52317523
767,1,1,1,1,1,328.4549,10.67391305
768,1,1,1,1,1,29.311703,14.75867843
769,1,1,1,1,1,22,121.08718
770,1,1,1,1,1,20.805214,86.40974535
771,1,1,1,1,1,36,8.246600986
772,1,1,1,1,1,30,6.501017948
773,1,1,1,1,1,10,11.37863471
774,1,1,1,1,1,43.610428,8.893296659
775,1,1,1,1,1,34.467552,17.89910549
776,1,1,1,1,1,824.88446,7.734498891
777,1,1,1,1,1,58,14.4436847
778,1,1,1,1,1,254.28609,9.286494421
779,1,1,1,1,1,88,107.2198692
780,1,1,1,1,1,86,9.256424031
781,1,1,1,1,1,137,7.123079191
782,1,1,1,1,1,39,13.83531593
783,1,1,1,1,1,68,13.02986633
784,1,1,1,1,1,48,9.176208468
785,1,1,1,1,1,124.62351,11.10936914
786,1,1,1,1,1,141,20.87777062
787,1,1,1,1,1,8,10.13323475
788,1,1,1,1,1,11,11.79069115
789,1,1,1,1,1,395.31213,13.01628507
790,1,1,1,1,1,111.753296,14.76563662
791,1,1,1,1,1,25,3.999593662
792,1,1,1,1,1,19,3.289089673
793,1,1,1,1,1,30,2.760226199
794,1,1,1,1,1,143,4.061725856
795,1,1,1,1,1,249.28598,29.16934925
796,1,1,1,1,1,170.53256,26.16550082
797,1,1,1,1,1,259.84436,13.18386
798,1,1,1,1,1,96,26.48606803
799,1,1,1,1,1,87,13.31729048
800,1,1,1,1,1,141,11.11756454
801,1,1,1,1,1,13,11.97338993
802,1,1,1,1,1,428.8966,1.768715054
803,1,1,1,1,1,40,2.043712508
804,1,1,1,1,1,182,3.939696784
805,1,1,1,1,1,295.7665,2.689272426
806,1,1,1,1,1,84,2.48391193
807,1,1,1,1,1,2165.0684,3.665596786
808,1,1,1,1,1,348.9746,2.626828249
809,1,1,1,1,1,49.93511,3.337640001
810,1,1,1,1,1,242.93544,8.814116598
811,1,1,1,1,1,1098.8716,2.826256605
812,1,1,1,1,1,515.7538,1.095678193
813,1,1,1,1,1,139,2.422292301
814,1,1,1,1,1,311.80533,3.127749352
815,1,1,1,1,1,470.2213,9.072082956
816,1,1,1,1,1,1351.249,9.367330502
817,1,1,1,1,1,125,20.17931203
818,1,1,1,1,1,20,8.346986263
819,1,1,1,1,1,275.79236,13.02411565
820,1,1,1,1,1,45,10.10510632
821,1,1,1,1,1,4,15.46296442
822,1,1,1,1,1,86,3.901590212
823,1,1,1,1,1,267.208,1.748634809
824,1,1,1,1,1,27,2.099685499
825,1,1,1,1,1,79.07799,2.670376486
826,1,1,1,1,1,540.8578,16.48996655
827,1,1,1,1,1,749.5592,10.34967427
828,1,1,1,1,1,53.792236,5.465182741
829,1,1,1,1,1,87.701385,10.52374222
830,1,1,1,1,1,16,11.20046271
831,1,1,1,1,1,143.68842,9.428954957
832,1,1,1,1,1,153,10.20794312
833,1,1,1,1,1,73.974045,7.709824635
834,1,1,1,1,1,357.22107,5.852806199
835,1,1,1,1,1,66,18.2534617
836,1,1,1,1,1,57.09096,11.49553808
837,1,1,1,1,1,176.77925,10.5777244
838,1,1,1,1,1,1032.8174,23.76776843
839,1,1,1,1,1,0,48.30053307
840,1,1,1,1,1,6,14.55285762
841,1,1,1,1,1,5,10.58601775
842,1,1,1,1,1,0,14.3036315
843,1,1,1,1,1,403.3379,6.035257077
844,1,1,1,1,1,777.18695,16.85702353
845,1,1,1,1,1,120.89617,16.93371553
846,1,1,1,1,1,93.59745,12.7369608
847,1,1,1,1,1,490.1819,7.892523606
848,1,1,1,1,1,409.6759,17.80992102
849,1,1,1,1,1,124.974045,2.763137229
850,1,1,1,1,1,3424.7852,1.546466938
851,1,1,1,1,1,1313.6904,0.864766182
852,1,1,1,1,1,207.18214,2.513654565
853,1,1,1,1,1,174.3248,15.81028681
854,1,1,1,1,1,95.54553,14.87002112
855,1,1,1,1,1,2744.0105,26.68821175
856,1,1,1,1,1,13799.245,73.82542826
857,1,1,1,1,1,130.18192,485.2081227
858,1,1,1,1,1,568.98737,21.85574475
859,1,1,1,1,1,1259.784,10.34802295
860,1,1,1,1,1,106.53256,16.39887025
861,1,1,1,1,1,411.46933,351.3781196
862,1,1,1,1,1,685.89825,21.22176286
863,1,1,1,1,1,815.45557,6.378543308
864,1,1,1,1,1,103.103935,11.5835708
865,1,1,1,1,1,302.3767,4.543686272
866,1,1,1,1,1,716.7931,50.61253833
867,1,1,1,1,1,311.11597,1825.349543
868,1,1,1,1,1,316.94818,2968.106399
869,1,1,1,1,1,956.4166,78.08506588
870,1,1,1,1,1,2194.133,85.01202166
871,1,1,1,1,1,472.40442,852.8604599
872,1,1,1,1,1,375.97162,13.57105416
873,1,1,1,1,1,58.740326,8.250636661
874,1,1,1,1,1,610.5985,18.5568757
875,1,1,1,1,1,200,6.107426348
876,1,1,1,1,1,4321.696,523.0054901
877,1,1,1,1,1,297.6757,5.337485273
878,1,1,1,1,1,226.76642,16.33146606
879,1,1,1,1,1,523.6238,3.578474271
880,1,1,1,1,1,161.83118,15.49979867
881,1,1,1,1,1,196.33777,17.03288547
882,1,1,1,1,1,155.28575,15.16571859
883,1,1,1,1,1,19,9.288941704
884,1,1,1,1,1,176.76102,5.851672777
885,1,1,1,1,1,94.85696,475.2356896
886,1,1,1,1,1,112.10405,51.99173214
887,1,1,1,1,1,93.402664,14.22754713
888,1,1,1,1,1,1400.0525,7.703701356
889,1,1,1,1,1,35.441597,11.87813183
890,1,1,1,1,1,2037.4341,16.75156514
891,1,1,1,1,1,131.88295,19.67425989
892,1,1,1,1,1,703.76013,19.02930235
893,1,1,1,1,1,198.20305,6.368187074
894,1,1,1,1,1,405.4265,23.17233858
895,1,1,1,1,1,393.48874,15.25578029
896,1,1,1,1,1,102.27026,140.1799043
897,1,1,1,1,1,236.09418,17.79906606
898,1,1,1,1,1,192.38979,7.825982917
899,1,1,1,1,1,136.72734,20.3899724
900,1,1,1,1,1,446.29892,7.269974295
901,1,1,1,1,1,1208.209,19.3963156
902,1,1,1,1,1,878.6082,13.22609227
903,1,1,1,1,1,259.98224,18.12964241
904,1,1,1,1,1,796.028,508.5622187
905,1,1,1,1,1,1660.9338,8.906648553
906,1,1,1,1,1,923.1747,581.9054457
907,1,1,1,1,1,529.9951,8.158160057
908,1,1,1,1,1,2967.89,19.82070956
909,1,1,1,1,1,775.5719,64.51745321
910,1,1,1,1,1,244.3854,10.24317875
911,1,1,1,1,1,501.8401,5.521355725
912,1,1,1,1,1,472.50873,10.86609404
913,1,1,1,1,1,495.58386,9.784587742
914,1,1,1,1,1,283.4549,1384.295341
915,1,1,1,1,1,420.89618,14.55125069
916,1,1,1,1,1,2204.5793,11.73419381
917,1,1,1,1,1,105.070656,16.84543217
918,1,1,1,1,1,279.33054,15.02871358
919,1,1,1,1,1,184.87921,103.7324646
920,1,1,1,1,1,1327.5635,59.03459065
921,1,1,1,1,1,2525.2566,3637.047304
922,1,1,1,1,1,1559.1573,430.2689541
923,1,1,1,1,1,1350.7975,123.0801691
924,1,1,1,1,1,2607.355,205.6770471
925,1,1,1,1,1,506.17023,11.56628596
926,1,1,1,1,1,235.45192,6.401341573
927,1,1,1,1,1,2003.5173,8.572142418
928,1,1,1,1,1,502.68506,5.64920813
929,1,1,1,1,1,1613.5813,9.120232186
930,1,1,1,1,1,812.58105,6.114461803
931,1,1,1,1,1,1392.7152,8.139309504
932,1,1,1,1,1,897.59656,9.383122099
933,1,1,1,1,1,394.18677,8.318414897
934,1,1,1,1,1,127.92803,6.320869979
935,1,1,1,1,1,298.378,14.37391531
936,1,1,1,1,1,612.5885,16.655954
937,1,1,1,1,1,697.42145,72.00135036
938,1,1,1,1,1,298.25903,514.3921505
939,1,1,1,1,1,162.0697,540.4560586
940,1,1,1,1,1,459.6617,68.6780052
941,1,1,1,1,1,259.61667,44.38241071
942,1,1,1,1,1,863.01324,149.1368886
943,1,1,1,1,1,489.64258,12.00761099
944,1,1,1,1,1,1392.5712,12.76431469
945,1,1,1,1,1,905.4273,9.990484835
946,1,1,1,1,1,613.2076,3.94091817
947,1,1,1,1,1,1448.1245,2.397969935
948,1,1,1,1,1,1310.5477,4.289523813
949,1,1,1,1,1,1734.3572,3.120623451
950,1,1,1,1,1,1722.599,44.50446879
951,1,1,1,1,1,581.47516,5972.311407
952,1,1,1,1,1,1351.8234,2.209565902
953,1,1,1,1,1,815.24097,8.413143203
954,1,1,1,1,1,2126.4917,1.851643553
955,1,1,1,1,1,2402.0027,3.535923081
956,1,1,1,1,1,3394.8599,32.52209122
957,1,1,1,1,1,725.3448,2.740607251
958,1,1,1,1,1,1009.6595,4.613914324
959,1,1,1,1,1,7063.2104,2.436279356
960,1,1,1,1,1,1305.9858,2.833657531
961,1,1,1,1,1,339.14594,36.81190709
962,1,1,1,1,1,2894.9788,128.5981892
963,1,1,1,1,1,259.76248,63.08423561
964,1,1,1,1,1,3712.795,90.92542837
965,1,1,1,1,1,630.9708,9.823896026
966,1,1,1,1,1,286.83,6.166252516
967,1,1,1,1,1,749.1591,9.256949076
968,1,1,1,1,1,1469.1161,7.543588466
969,1,1,1,1,1,475.5224,10.67301622
970,1,1,1,1,1,1088.0212,34.72249646
971,1,1,1,1,1,1242.9183,11.12118421
972,1,1,1,1,1,707.3168,30.9159404
973,1,1,1,1,1,719.74963,7.997271857
974,1,1,1,1,1,709.92944,5.277794751
975,1,1,1,1,1,1519.8176,9.701692113
976,1,1,1,1,1,1197.4543,26.93055084
977,1,1,1,1,1,633.5531,136.5285974
978,1,1,1,1,1,1519.1531,1936.559774
979,1,1,1,1,1,923.49426,15.98474225
980,1,1,1,1,1,1055.7942,8.010231129
981,1,1,1,1,1,828.5449,30.20734595
982,1,1,1,1,1,3071.974,14.47635337
983,1,1,1,1,1,3723.8599,6.208509721
984,1,1,1,1,1,852.81647,16.96504198
985,1,1,1,1,1,1656.6777,12.76288355
986,1,1,1,1,1,1929.9558,100.0544562
987,1,1,1,1,1,5363.146,9.260305537
988,1,1,1,1,1,1,5.150455343
989,1,1,1,1,1,3911.5056,7.266976888
990,1,1,1,1,1,1691.7703,6.457548927
991,1,1,1,1,1,2139.815,20.99156105
992,1,1,1,1,1,5064.3706,8.091101925
993,1,1,1,1,1,572.6072,15.71885685
994,1,1,1,1,1,1609.24,9.334341389
995,1,1,1,1,1,1971.1244,6.273161317
996,1,1,1,1,1,4352.1255,29.16803214
997,1,1,1,1,1,1431.7979,9.020240005
998,1,1,1,1,1,1876.7139,10.71771614
999,1,1,1,1,1,7153.169,6.668870676
1000,1,1,1,1,1,7427.4614,19.7977948
1001,1,1,1,1,1,2291.0693,10.6108093
1002,1,1,1,1,1,928.26086,23.70296898
1003,1,1,1,1,1,1942.6028,12.1490279
1004,1,1,1,1,1,3379.4707,9.382307995
1005,1,1,1,1,1,3640.9644,13.20205019
1006,1,1,1,1,1,3841.853,17.04005195
1007,1,1,1,1,1,669.68384,272.4897126
1008,1,1,1,1,1,4823.801,30.11194916
1009,1,1,1,1,1,678.1803,8.24633682
1010,1,1,1,1,1,1381.6332,33.7452142
1011,1,1,1,1,1,802.10724,121.9480071
1012,1,1,1,1,1,474.1581,118.905801
1013,1,1,1,1,1,373.05115,4069.607346
1014,1,1,1,1,1,692.30206,77.32819796
1015,1,1,1,1,1,872.4358,102.1130276
1016,1,1,1,1,1,865.7588,148.6625205
1017,1,1,1,1,1,2104.3062,1392.682029
1018,1,1,1,1,1,94.784,2080.251136
1019,1,1,1,1,1,776.2792,5.959111843
1020,1,1,1,1,1,399.20807,8.718418697
1021,1,1,1,1,1,819.6821,97.34154059
1022,1,1,1,1,1,682.1562,61.64376777
1023,1,1,1,1,1,246.47305,1423.296327
1024,1,1,1,1,1,460.533,4261.461429
1025,1,1,1,1,1,770.9886,60.82624916
1026,1,1,1,1,1,533.7012,943.1175881
1027,1,1,1,1,1,364.67905,4553.153896
1028,1,1,1,1,1,1181.5068,5896.186794
1029,1,1,1,1,1,845.115,3937.951755
1030,1,1,1,1,1,3701.8691,4230.22332
1031,1,1,1,1,1,6474.0186,1341.146923
1032,1,1,1,1,1,6580.513,5174.13385
1033,1,1,1,1,1,10826.31,4902.154619
1034,1,1,1,1,1,10758.834,65.62285376
1035,1,1,1,1,1,6335.9917,6.750397324
1036,1,1,1,1,1,10217.129,11.94369954
1037,1,1,1,1,1,6007.963,469.7543671
1038,1,1,1,1,1,5037.087,7.116840745
1039,1,1,1,1,1,10494.98,9.55670119
1040,1,1,1,1,1,4607.358,7.934646758
1041,1,1,1,1,1,1708.487,7.801189852
1042,1,1,1,1,1,5747.5596,7.733160951
1043,1,1,1,1,1,20483.422,12.25198587
1044,1,1,1,1,1,145.11829,7.158640204
1045,1,1,1,1,1,465.12558,103.9642689
1046,1,1,1,1,1,205.06096,12.31562035
1047,1,1,1,1,1,1093.862,100.5350441
1048,1,1,1,1,1,352.9585,758.7634214
1049,1,1,1,1,1,389.25482,7.551835447
1050,1,1,1,1,1,932.6247,8.561963635
1051,1,1,1,1,1,1882.2476,186.0908786
1052,1,1,1,1,1,729.55066,7.766763871
1053,1,1,1,1,1,1698.8303,6.174171476
1054,1,1,1,1,1,1465.0804,1922.839967
1055,1,1,1,1,1,2222.6099,9.496813934
1056,1,1,1,1,1,1016.875,7.306389313
1057,1,1,1,1,1,825.99243,1723.623222
1058,1,1,1,1,1,1765.6987,423.7806144
1059,1,1,1,1,1,1093.3896,2914.877135
1060,1,1,1,1,1,1547.8834,320.5763887
1061,1,1,1,1,1,860.60895,43.54074471
1062,1,1,1,1,1,1138.2438,50.90444992
1063,1,1,1,1,1,2548.7764,59.6352572
1064,1,1,1,1,1,1997.2295,133.1047362
1065,1,1,1,1,1,2772.0872,3943.409171
1066,1,1,1,1,1,961.57776,89.49063508
1067,1,1,1,1,1,1220.5793,487.5608283
1068,1,1,1,1,1,584.87354,1342.92795
1069,1,1,1,1,1,740.2122,3365.273632
1070,1,1,1,1,1,1735.0502,3299.459623
1071,1,1,1,1,1,733.6937,1546.918067
1072,1,1,1,1,1,703.3787,2298.885233
1073,1,1,1,1,1,268.27466,1782.334692
1074,1,1,1,1,1,3364.6738,3826.193658
1075,1,1,1,1,1,3248.608,1838.550358
1076,1,1,1,1,1,4555.675,5177.574545
1077,1,1,1,1,1,3471.76,4331.130832
1078,1,1,1,1,1,2653.2522,1675.95846
1079,1,1,1,1,1,5716.0615,5561.250075
1080,1,1,1,1,1,3166.121,3901.853984
1081,1,1,1,1,1,4825.5923,3255.052476
1082,1,1,1,1,1,2213.2488,1654.788448
1083,1,1,1,1,1,87.98212,90.65745654
1084,1,1,1,1,1,1992.7661,3242.86257
1085,1,1,1,1,1,8939.776,3088.250528
1086,1,1,1,1,1,4103.7085,5610.318659
1087,1,1,1,1,1,557.6781,7793.870575
1088,1,1,1,1,1,1980.2362,5370.513099
1089,1,1,1,1,1,1023.9723,99.36094216
1090,1,1,1,1,1,8175.2876,136.9106303
1091,1,1,1,1,1,2377.3005,65.59524494
1092,1,1,1,1,1,4520.136,49.72510423
1093,1,1,1,1,1,1834.7427,76.7017737
1094,1,1,1,1,1,3168.2744,51.05292018
1095,1,1,1,1,1,4809.038,7455.558479
1096,1,1,1,1,1,891.3062,939.2785916
1097,1,1,1,1,1,2893.2703,1126.503059
1098,1,1,1,1,1,5297.4893,1436.412206
1099,1,1,1,1,1,4307.4653,102.7647013
1100,1,1,1,1,1,3279.579,48.96624204
1101,1,1,1,1,1,2786.549,78.06507494
1102,1,1,1,1,1,739.6726,196.4013291
1103,1,1,1,1,1,535.247,1424.799556
1104,1,1,1,1,1,2010.7997,7059.2262
1105,1,1,1,1,1,2538.9844,4006.389034
1106,1,1,1,1,1,2923.8906,6788.37083
1107,1,1,1,1,1,4339.193,3672.202651
1108,1,1,1,1,1,1228.2606,1711.190896
1109,1,1,1,1,1,4735.958,4744.752653
1110,1,1,1,1,1,1665.5996,5291.767105
1111,1,1,1,1,1,1071.0764,7094.124008
1112,1,1,1,1,1,3480.0762,6567.024538
1113,1,1,1,1,1,2510.5698,2083.446682
1114,1,1,1,1,1,1679.7081,503.1285777
1115,1,1,1,1,1,3467.595,99.3586335
1116,1,1,1,1,1,1263.4487,129.7014958
1117,1,1,1,1,1,591.30634,62.6489862
1118,1,1,1,1,1,1714.364,120.7809474
1119,1,1,1,1,1,232.6494,7.858678861
1120,1,1,1,1,1,192.63966,8.955223317
1121,1,1,1,1,1,8338.922,9.459504665
1122,1,1,1,1,1,9293.374,6.931534594
1123,1,1,1,1,1,2010.6437,5.792006303
1124,1,1,1,1,1,15609.905,8.044512868
1125,1,1,1,1,1,0,6.227597141
1126,1,1,1,1,1,11880.354,8.86520315
1127,1,1,1,1,1,582.6616,64.65540029
1128,1,1,1,1,1,1174.146,7.141425914
1129,1,1,1,1,1,6362.1006,7.534891994
1130,1,1,1,1,1,561.44495,9.305195986
1131,1,1,1,1,1,1603.4645,10.10071864
1132,1,1,1,1,1,821.8229,12.89898959
1133,1,1,1,1,1,591.3884,14.66362087
1134,1,1,1,1,1,755.8381,11.09450311
1135,1,1,1,1,1,5203.437,18.62115153
1136,1,1,1,1,1,459.09708,111.0406987
1137,1,1,1,1,1,1361.2145,3853.699407
1138,1,1,1,1,1,519.0171,62.59806968
1139,1,1,1,1,1,683.6045,5854.248495
1140,1,1,1,1,1,1094.273,5498.371811
1141,1,1,1,1,1,2598.7424,2225.625298
1142,1,1,1,1,1,621.589,7257.831935
1143,1,1,1,1,1,7116.6445,3035.353881
1144,1,1,1,1,1,2117.2317,3743.526216
1145,1,1,1,1,1,5308.2544,1755.002202
1146,1,1,1,1,1,3417.7517,3023.418104
1147,1,1,1,1,1,4184.331,440.9936358
1148,1,1,1,1,1,5668.622,5802.000153
1149,1,1,1,1,1,364.99786,464.9683576
1150,1,1,1,1,1,4424.559,491.7014879
1151,1,1,1,1,1,627.3784,3232.761008
1152,1,1,1,1,1,645.64966,3249.733303
1153,1,1,1,1,1,324.92346,7430.362925
1154,1,1,1,1,1,335.50864,3696.433036
1155,1,1,1,1,1,1613.6165,3177.215183
1156,1,1,1,1,1,2793.13,1762.995069
1157,1,1,1,1,1,3939.2314,4189.675803
1158,1,1,1,1,1,3145.012,60.9313211
1159,1,1,1,1,1,2763.1729,2167.045088
1160,1,1,1,1,1,0,2209.402066
1161,1,1,1,1,1,0,2395.848792
1162,1,1,1,1,1,0,3330.75273
1163,1,1,1,1,1,0,171.3719995
1164,1,1,1,1,1,0,6812.876236
1165,1,1,1,1,1,0,47.75840248
1166,1,1,1,1,1,0,41.37718555
1167,1,1,1,1,1,0,84.56431945
1168,1,1,1,1,1,0,73.18317047
1169,1,1,1,1,1,0,596.3053969
1170,1,1,1,1,1,0,520.3328547
1171,1,1,1,1,1,0,596.6821826
1172,1,1,1,1,1,0,5003.378257
1173,1,1,1,1,1,0,7879.021405
1174,1,1,1,1,1,0,7654.58236
1175,1,1,1,1,1,0,6296.214099
1176,1,1,1,1,1,0,448.3584604
1177,1,1,1,1,1,0,5094.363344
1178,1,1,1,1,1,0,742.2344422
1179,1,1,1,1,1,0,888.4233378
1180,1,1,1,1,1,0,7184.254303
1181,1,1,1,1,1,0,6796.830539
1182,1,1,1,1,1,0,68.65160504
1183,1,1,1,1,1,42,6466.393214
1184,1,1,1,1,1,7,51.02612562
1185,1,1,1,1,1,185,525.0490274
1186,1,1,1,1,1,48,6068.949093
1187,1,1,1,1,1,28,1554.966565
1188,1,1,1,1,1,15,600.9702435
1189,1,1,1,1,1,41,473.2253426
1190,1,1,1,1,1,2,4588.100295
1191,1,1,1,1,1,61,3971.236563
1192,1,1,1,1,1,2,2802.623021
1193,1,1,1,1,1,0,2867.181826
1194,1,1,1,1,1,0,4870.457317
1195,1,1,1,1,1,12,58.0322653
1196,1,1,1,1,1,0,1229.639294
1197,1,1,1,1,1,0,3809.754384
1198,1,1,1,1,1,31,2064.75054
1199,1,1,1,1,1,0,3082.121234
1200,1,1,1,1,1,0,3082.033446
1201,1,1,1,1,1,0,2893.708745
1202,1,1,1,1,1,0,846.95125
1203,1,1,1,1,1,0,3372.271917
1204,1,1,1,1,1,0,2115.66854
1205,1,1,1,1,1,0,3404.564197
1206,1,1,1,1,1,0,1407.232224
1207,1,1,1,1,1,0,1833.819638
1208,1,1,1,1,1,0,101.19648
1209,1,1,1,1,1,0,14.30751478
1210,1,1,1,1,1,0,26.55058041
1211,1,1,1,1,1,0,7.059434558
1212,1,1,1,1,1,57,7.29372932
1213,1,1,1,1,1,56,1596.249027
1214,1,1,1,1,1,3,1176.449232
1215,1,1,1,1,1,2,28.74108076
1216,1,1,1,1,1,2,18.45793858
1217,1,1,1,1,1,8,14.00961624
1218,1,1,1,1,1,46,10.85138758
1219,1,1,1,1,1,15,92.59148825
1220,1,1,1,1,1,56,3454.540333
1221,1,1,1,1,1,17,2031.590055
1222,1,1,1,1,1,0,1329.037688
1223,1,1,1,1,1,0,3588.300649
1224,1,1,1,1,1,3,4447.788569
1225,1,1,1,1,1,3,715.8963812
1226,1,1,1,1,1,0,10368.65293
1227,1,1,1,1,1,77,571.9714971
1228,1,1,1,1,1,6,57.19445919
1229,1,1,1,1,1,22,100.590997
1230,1,1,1,1,1,2,7168.192065
1231,1,1,1,1,1,71,137.3748008
1232,1,1,1,1,1,0,10017.84296
1233,1,1,1,1,1,4,327.6114309
1234,1,1,1,1,1,45,1597.998595
1235,1,1,1,1,1,15,5024.36703
1236,1,1,1,1,1,42,1453.249017
1237,1,1,1,1,1,70,4060.008844
1238,1,1,1,1,1,11,566.8184983
1239,1,1,1,1,1,92,3397.443789
1240,1,1,1,1,1,77,552.331315
1241,1,1,1,1,1,81,2313.828982
1242,1,1,1,1,1,56,3439.106674
1243,1,1,1,1,1,0,3167.47683
1244,1,1,1,1,1,0,1239.897293
1245,1,1,1,1,1,168,1215.098959
1246,1,1,1,1,1,0,478.0838293
