Zone,SFD,SFA,MF234,MF5plus,MH,DevCapacity,DevLandUse
1864,1,1,1,1,1,990.6581,1.682749767
1865,1,1,1,1,1,1156.6443,2.920774538
1866,1,1,1,1,1,11,1.54403219
1867,1,1,1,1,1,297.10867,3.708262205
1868,1,1,1,1,1,237.52596,1.560617922
1869,1,1,1,1,1,446.57925,1.946569573
1870,1,1,1,1,1,76,2.552827493
1871,1,1,1,1,1,474.16425,2.513028921
1872,1,1,1,1,1,230.05775,2.198761077
1873,1,1,1,1,1,1405.5,2.033143626
1874,1,1,1,1,1,597.96747,2.509871533
1875,1,1,1,1,1,460.9,3.10963444
1876,1,1,1,1,1,580.5516,2.912115865
1877,1,1,1,1,1,795.9134,3.107931643
1878,1,1,1,1,1,194.34636,2.385787604
1879,1,1,1,1,1,231.08235,4.011963807
1880,1,1,1,1,1,69.47197,5.359312852
1881,1,1,1,1,1,216.23494,6.057270247
1882,1,1,1,1,1,280.7758,5.189906769
1883,1,1,1,1,1,0,8.703102927
1884,1,1,1,1,1,0,4.547826532
1885,1,1,1,1,1,472.00372,5.181249988
1886,1,1,1,1,1,377.65482,9.007775752
1887,1,1,1,1,1,338.04504,2.443703046
1888,1,1,1,1,1,221.62119,7.725152488
1889,1,1,1,1,1,354.79547,11.37703685
1890,1,1,1,1,1,194.63426,6.362453553
1891,1,1,1,1,1,270.10712,11.63594267
1892,1,1,1,1,1,311.07773,5.403999976
1893,1,1,1,1,1,744.0633,2.117409571
1894,1,1,1,1,1,771.9944,14.55928635
1895,1,1,1,1,1,100.91185,8.41949222
1896,1,1,1,1,1,347.2266,8.987225399
1897,1,1,1,1,1,231.73676,6.248515109
1898,1,1,1,1,1,419.77243,3.315881177
1899,1,1,1,1,1,147.89032,7.172531863
1900,1,1,1,1,1,62.12672,8.698178618
1901,1,1,1,1,1,314.48166,9.007447258
1902,1,1,1,1,1,226.92766,8.18091087
1903,1,1,1,1,1,92.912254,12.17420207
1904,1,1,1,1,1,355.56778,1.648856287
1905,1,1,1,1,1,530.5377,2.878654707
1906,1,1,1,1,1,149.20795,9.231425375
1907,1,1,1,1,1,771.4637,8.741815288
1908,1,1,1,1,1,48.903015,3.810306494
1909,1,1,1,1,1,9,8.277806123
1910,1,1,1,1,1,634.52563,5.805240965
1911,1,1,1,1,1,1297.7391,11.55699256
1912,1,1,1,1,1,376.45795,11.06952596
1913,1,1,1,1,1,323.83304,11.94617532
1914,1,1,1,1,1,231.37163,2.167914106
1915,1,1,1,1,1,123.37341,1.815399055
1916,1,1,1,1,1,62.297318,1.672612281
1917,1,1,1,1,1,37.361496,1.593071769
1918,1,1,1,1,1,11,1.23583584
1919,1,1,1,1,1,0,3.002249316
1920,1,1,1,1,1,59,1.710499332
1921,1,1,1,1,1,50.0203,3.328197942
1922,1,1,1,1,1,45.062546,64.4008665
1923,1,1,1,1,1,159.7636,9.678744392
1924,1,1,1,1,1,28.722988,9.376560156
1925,1,1,1,1,1,35.297318,6.400771438
1926,1,1,1,1,1,16.04224,7.763940867
1927,1,1,1,1,1,23,6.474909849
1928,1,1,1,1,1,147.16733,7.326778288
1929,1,1,1,1,1,610.17126,17.65933233
1930,1,1,1,1,1,337.01215,18.99763269
1931,1,1,1,1,1,85.0406,9.386661064
1932,1,1,1,1,1,1,11.32265439
1933,1,1,1,1,1,136.31598,23.86888881
1934,1,1,1,1,1,14.255075,10.12915841
1935,1,1,1,1,1,36.978065,8.778436994
1936,1,1,1,1,1,2,19.34629226
1937,1,1,1,1,1,3,23.27679016
1938,1,1,1,1,1,311.3517,18.15688318
1939,1,1,1,1,1,140.78226,17.64090009
1940,1,1,1,1,1,149.33792,20.02115646
1941,1,1,1,1,1,720.0868,4.347926679
1942,1,1,1,1,1,223.86838,1.902064991
1943,1,1,1,1,1,99.444336,2.048391256
1944,1,1,1,1,1,538.7303,2.538456507
1945,1,1,1,1,1,2376.6787,26.10119202
1946,1,1,1,1,1,565.54095,10.24428686
1947,1,1,1,1,1,264.3769,4.832637324
1948,1,1,1,1,1,0,7.238360524
1949,1,1,1,1,1,179.59135,2.796006599
1950,1,1,1,1,1,1490.5221,251.8382192
1951,1,1,1,1,1,272.97156,61.83419847
1952,1,1,1,1,1,824.93,68.83329153
1953,1,1,1,1,1,97,18.38421402
1954,1,1,1,1,1,544.688,395.243922
1955,1,1,1,1,1,1956.097,22.35539357
1956,1,1,1,1,1,349.48004,4.56234463
1957,1,1,1,1,1,229.75706,107.1924525
1958,1,1,1,1,1,415.41425,8.163899784
1959,1,1,1,1,1,51.55239,6.79286769
1960,1,1,1,1,1,104,11.50823591
1961,1,1,1,1,1,53,36.16501965
1962,1,1,1,1,1,45.19023,7.716345759
1963,1,1,1,1,1,162.90009,10.27674945
1964,1,1,1,1,1,525.44934,6.315286825
1965,1,1,1,1,1,24,10.2271853
1966,1,1,1,1,1,119.0533,1112.549547
1967,1,1,1,1,1,486.5189,88.52432211
1968,1,1,1,1,1,98,1947.848596
1969,1,1,1,1,1,188.50555,124.7956984
1970,1,1,1,1,1,138.53813,708.789848
1971,1,1,1,1,1,48,7.761592529
1972,1,1,1,1,1,37,329.1183809
1973,1,1,1,1,1,15,1615.408217
1974,1,1,1,1,1,842,72.34287461
1975,1,1,1,1,1,9,12.75674632
1976,1,1,1,1,1,10,9.401519481
1977,1,1,1,1,1,1238.2251,6.598438137
1978,1,1,1,1,1,24,5.728211122
1979,1,1,1,1,1,39,105.6769703
1980,1,1,1,1,1,85.08809,6.215165858
1981,1,1,1,1,1,10,7.368893206
1982,1,1,1,1,1,71,11.25265551
1983,1,1,1,1,1,56,17.05572481
1984,1,1,1,1,1,1993,266.8076663
1985,1,1,1,1,1,86,13.48810278
1986,1,1,1,1,1,67,1217.505016
1987,1,1,1,1,1,266,72.01571752
1988,1,1,1,1,1,1,256.580428
1989,1,1,1,1,1,44,36.37319303
1990,1,1,1,1,1,62,103.1555079
1991,1,1,1,1,1,225.98697,1.310654177
1992,1,1,1,1,1,229.27177,2.277670138
1993,1,1,1,1,1,147.19029,2.070283429
1994,1,1,1,1,1,76.79349,2.132908781
1995,1,1,1,1,1,200.99567,7.13442235
1996,1,1,1,1,1,272.95782,12.64092325
1997,1,1,1,1,1,157.00446,823.080034
1998,1,1,1,1,1,173.8185,163.3903584
1999,1,1,1,1,1,91.70763,1986.396439
2000,1,1,1,1,1,1354.5175,2546.619715
2001,1,1,1,1,1,247.81644,3921.535697
2002,1,1,1,1,1,97.67284,2696.548671
2003,1,1,1,1,1,1938.1548,1955.152237
2004,1,1,1,1,1,74,3782.448082
2005,1,1,1,1,1,26,3246.041806
2006,1,1,1,1,1,478.56775,349.0694744
2007,1,1,1,1,1,841.75946,2137.532937
2008,1,1,1,1,1,59,147.0331567
2009,1,1,1,1,1,123.17617,1993.987872
2010,1,1,1,1,1,895.4308,101.0173164
2011,1,1,1,1,1,22,2713.356778
2012,1,1,1,1,1,37,352.4005636
2013,1,1,1,1,1,93.31311,7.82550057
2014,1,1,1,1,1,85,1055.937963
2015,1,1,1,1,1,608,16.56468824
2016,1,1,1,1,1,42.294598,21.5680876
2017,1,1,1,1,1,25,7.894565369
2018,1,1,1,1,1,50.656555,930.699585
2019,1,1,1,1,1,19,177.2336659
2020,1,1,1,1,1,15,8.04983633
2021,1,1,1,1,1,33,11.31942113
2022,1,1,1,1,1,118,9.067872204
2023,1,1,1,1,1,456.84607,25.11863887
2024,1,1,1,1,1,13,514.96024
2025,1,1,1,1,1,63.98372,438.4753493
2026,1,1,1,1,1,11,433.3046626
2027,1,1,1,1,1,19,6707.134934
2028,1,1,1,1,1,11,7776.784175
2029,1,1,1,1,1,98.38046,6015.275279
2030,1,1,1,1,1,88,1592.210508
2031,1,1,1,1,1,87.98372,7404.582115
2032,1,1,1,1,1,184,8019.620955
2033,1,1,1,1,1,93,6784.220713
2034,1,1,1,1,1,102.605484,2455.902976
2035,1,1,1,1,1,180.95116,5663.37925
2036,1,1,1,1,1,1425.8075,5449.566108
2037,1,1,1,1,1,116.538124,9358.415452
2038,1,1,1,1,1,100.91637,12586.7128
2039,1,1,1,1,1,259.097,487.6165198
2040,1,1,1,1,1,1868.57,461.1089902
2041,1,1,1,1,1,490.9297,6541.442262
2042,1,1,1,1,1,181.812,188.1937907
2043,1,1,1,1,1,78,5932.790549
2044,1,1,1,1,1,350.9001,495.208148
2045,1,1,1,1,1,62.43917,114.5368991
2046,1,1,1,1,1,56.03479,0.290831888
2047,1,1,1,1,1,22,75.49692724
2048,1,1,1,1,1,41,74.03324323
2049,1,1,1,1,1,52.364178,58.68833314
2050,1,1,1,1,1,18,3880.174698
2051,1,1,1,1,1,151.79349,76.20414584
2052,1,1,1,1,1,102.19023,34.23733255
2053,1,1,1,1,1,225.00223,1230.982406
2054,1,1,1,1,1,302.81433,9.882794777
2055,1,1,1,1,1,163.29462,11.50189679
2056,1,1,1,1,1,221.67296,47.83266302
2057,1,1,1,1,1,236.49573,11.45338236
2058,1,1,1,1,1,147.50444,12.99999668
2059,1,1,1,1,1,207.32939,8.677635177
2060,1,1,1,1,1,688.19904,11.7992489
2061,1,1,1,1,1,73.174706,10.51532193
2062,1,1,1,1,1,79.43484,25.46543456
2063,1,1,1,1,1,225.82196,12.41065647
2064,1,1,1,1,1,427.713,16.45453304
2065,1,1,1,1,1,453.4078,9.706422406
2066,1,1,1,1,1,417.79794,25.81147155
2067,1,1,1,1,1,313.9925,1826.74074
2068,1,1,1,1,1,489.70453,5611.70598
2069,1,1,1,1,1,1153.4191,752.9346505
2070,1,1,1,1,1,1113.5137,430.4831242
2071,1,1,1,1,1,572,4580.358823
2072,1,1,1,1,1,4098.7725,5047.463843
2073,1,1,1,1,1,266.98816,5200.826195
2074,1,1,1,1,1,221.05775,4437.384982
2075,1,1,1,1,1,1887.51,2203.80892
2076,1,1,1,1,1,503.00888,3470.270243
2077,1,1,1,1,1,642.50256,2157.600922
2078,1,1,1,1,1,173.60548,4533.479939
2079,1,1,1,1,1,688.3317,9094.894236
2080,1,1,1,1,1,494.84918,4770.29346
2081,1,1,1,1,1,585.3331,485.5957894
2082,1,1,1,1,1,522.2591,2103.176529
2083,1,1,1,1,1,1890.6538,47.64964157
2084,1,1,1,1,1,65.52614,1048.609998
2085,1,1,1,1,1,1651.1156,131.0928449
2086,1,1,1,1,1,5432.878,91.71721921
2087,1,1,1,1,1,424.4663,131.9777212
2088,1,1,1,1,1,284.1742,45.55397704
2089,1,1,1,1,1,555.00244,201.1880852
2090,1,1,1,1,1,99.28809,6.880491517
2091,1,1,1,1,1,158.29465,41.76241716
2092,1,1,1,1,1,581.41016,585.7983556
2093,1,1,1,1,1,544.0307,73.20849199
2094,1,1,1,1,1,558.3277,347.2363401
2095,1,1,1,1,1,512.3871,1945.522123
2096,1,1,1,1,1,30.845667,4924.884223
2097,1,1,1,1,1,115.70012,842.3138617
2098,1,1,1,1,1,353.9708,286.3711554
2099,1,1,1,1,1,78.51314,60.4162235
2100,1,1,1,1,1,675.6839,132.9627225
2101,1,1,1,1,1,154.25552,8.291044806
2102,1,1,1,1,1,171.50229,11.01270367
2103,1,1,1,1,1,91.152275,278.8259371
2104,1,1,1,1,1,64.978325,73.46166084
2105,1,1,1,1,1,96.72835,90.95500018
2106,1,1,1,1,1,9739.849,12.22090083
2107,1,1,1,1,1,194.45018,8.214925535
2108,1,1,1,1,1,65.70873,11.13986219
2109,1,1,1,1,1,248.31313,1477.10496
2110,1,1,1,1,1,4542.147,2618.655123
2111,1,1,1,1,1,1205.2324,12.91059152
2112,1,1,1,1,1,251.42305,9.880777965
2113,1,1,1,1,1,381.7121,9.387998619
2114,1,1,1,1,1,264.08383,790.1734705
2115,1,1,1,1,1,213.86092,63.15307355
2116,1,1,1,1,1,805.596,9.56959538
2117,1,1,1,1,1,157.24791,8.488035373
2118,1,1,1,1,1,35,9.506693837
2119,1,1,1,1,1,328.4549,11.05186796
2120,1,1,1,1,1,29.311703,10.52024356
2121,1,1,1,1,1,22,7.84589397
2122,1,1,1,1,1,20.805214,13.33378925
2123,1,1,1,1,1,36,55.1492611
2124,1,1,1,1,1,30,74.64794376
2125,1,1,1,1,1,10,41.64525141
2126,1,1,1,1,1,43.610428,306.29096
2127,1,1,1,1,1,34.467552,144.5568061
2128,1,1,1,1,1,824.88446,21.01130295
2129,1,1,1,1,1,58,17.3503454
2130,1,1,1,1,1,254.28609,26.50084571
2131,1,1,1,1,1,88,20.75388204
2132,1,1,1,1,1,86,87.6897043
2133,1,1,1,1,1,137,12.09492921
2134,1,1,1,1,1,39,10.62366769
2135,1,1,1,1,1,68,8.727162004
2136,1,1,1,1,1,48,9.184716778
2137,1,1,1,1,1,124.62351,6.631354948
2138,1,1,1,1,1,141,7.988603138
2139,1,1,1,1,1,8,7.225782188
2140,1,1,1,1,1,11,18.57813584
2141,1,1,1,1,1,395.31213,12.99913281
2142,1,1,1,1,1,111.753296,15.35279819
2143,1,1,1,1,1,25,11.61347781
2144,1,1,1,1,1,19,15.50105053
2145,1,1,1,1,1,30,13.20933235
2146,1,1,1,1,1,143,223.6931476
2147,1,1,1,1,1,249.28598,20.28512494
2148,1,1,1,1,1,170.53256,148.4641465
2149,1,1,1,1,1,259.84436,10.06390286
2150,1,1,1,1,1,96,10.11959009
2151,1,1,1,1,1,87,11.53570959
2152,1,1,1,1,1,141,28.45499578
2153,1,1,1,1,1,13,15.2225404
2154,1,1,1,1,1,428.8966,8.008788417
2155,1,1,1,1,1,40,8.221593772
2156,1,1,1,1,1,182,9.684911122
2157,1,1,1,1,1,295.7665,11.74767213
2158,1,1,1,1,1,84,26.64013551
2159,1,1,1,1,1,2165.0684,19.05931862
2160,1,1,1,1,1,348.9746,9.775087478
2161,1,1,1,1,1,49.93511,13.29119643
2162,1,1,1,1,1,242.93544,10.32177173
2163,1,1,1,1,1,1098.8716,65.55158976
2164,1,1,1,1,1,515.7538,37.71291735
2165,1,1,1,1,1,139,26.58620298
2166,1,1,1,1,1,311.80533,85.69775486
2167,1,1,1,1,1,470.2213,50.14992292
2168,1,1,1,1,1,1351.249,80.70311598
2169,1,1,1,1,1,125,1652.391998
2170,1,1,1,1,1,20,122.4018265
2171,1,1,1,1,1,275.79236,1089.451677
2172,1,1,1,1,1,45,2998.488606
2173,1,1,1,1,1,4,1268.148799
2174,1,1,1,1,1,86,5343.232006
2175,1,1,1,1,1,267.208,16.59883098
2176,1,1,1,1,1,27,7.703901787
2177,1,1,1,1,1,79.07799,13.73223171
2178,1,1,1,1,1,540.8578,9.813491629
2179,1,1,1,1,1,749.5592,85.14931682
2180,1,1,1,1,1,53.792236,14.99857556
2181,1,1,1,1,1,87.701385,8.291580632
2182,1,1,1,1,1,16,20.63409602
2183,1,1,1,1,1,143.68842,10.08594348
2184,1,1,1,1,1,153,56.43553851
2185,1,1,1,1,1,73.974045,1377.29719
2186,1,1,1,1,1,357.22107,655.5664548
2187,1,1,1,1,1,66,4805.036219
2188,1,1,1,1,1,57.09096,492.4852164
2189,1,1,1,1,1,176.77925,990.1478259
2190,1,1,1,1,1,1032.8174,4456.727406
2191,1,1,1,1,1,0,82.04347202
2192,1,1,1,1,1,6,13.17452297
2193,1,1,1,1,1,5,11.34859671
2194,1,1,1,1,1,0,13.80644704
2195,1,1,1,1,1,403.3379,12.32647
2196,1,1,1,1,1,777.18695,4947.943933
2197,1,1,1,1,1,120.89617,129.4956205
2198,1,1,1,1,1,93.59745,60.45807
2199,1,1,1,1,1,490.1819,2577.51866
2200,1,1,1,1,1,409.6759,4333.419799
2201,1,1,1,1,1,124.974045,4561.748575
2202,1,1,1,1,1,3424.7852,1915.660264
2203,1,1,1,1,1,1313.6904,148.6514864
2204,1,1,1,1,1,207.18214,3409.363629
2205,1,1,1,1,1,174.3248,116.867895
2206,1,1,1,1,1,95.54553,2817.762933
2207,1,1,1,1,1,2744.0105,1534.360955
2208,1,1,1,1,1,13799.245,299.1540707
2209,1,1,1,1,1,130.18192,59.06636805
2210,1,1,1,1,1,568.98737,2505.579154
2211,1,1,1,1,1,1259.784,356.3758145
2212,1,1,1,1,1,106.53256,5962.009333
2213,1,1,1,1,1,411.46933,5013.188543
2214,1,1,1,1,1,685.89825,4127.966719
2215,1,1,1,1,1,815.45557,4391.47711
2216,1,1,1,1,1,103.103935,825.1382587
2217,1,1,1,1,1,302.3767,1432.085508
2218,1,1,1,1,1,716.7931,1041.114266
2219,1,1,1,1,1,311.11597,630.817597
2220,1,1,1,1,1,316.94818,158.2510029
2221,1,1,1,1,1,956.4166,8644.591645
2222,1,1,1,1,1,2194.133,5696.398449
2223,1,1,1,1,1,472.40442,1330.472284
2224,1,1,1,1,1,375.97162,1897.024208
2225,1,1,1,1,1,58.740326,7140.227263
2226,1,1,1,1,1,610.5985,5890.100261
2227,1,1,1,1,1,200,9453.874799
2228,1,1,1,1,1,4321.696,2724.772261
2229,1,1,1,1,1,297.6757,1544.944833
2230,1,1,1,1,1,226.76642,1218.092127
2231,1,1,1,1,1,523.6238,951.7062231
2232,1,1,1,1,1,161.83118,7733.923493
2233,1,1,1,1,1,196.33777,3677.112164
2234,1,1,1,1,1,155.28575,127.4953203
2235,1,1,1,1,1,19,24.21008668
2236,1,1,1,1,1,176.76102,30.16993674
2237,1,1,1,1,1,94.85696,14.6410179
2238,1,1,1,1,1,112.10405,8.114010483
2239,1,1,1,1,1,93.402664,17.01028129
2240,1,1,1,1,1,1400.0525,9.095502316
2241,1,1,1,1,1,35.441597,27.61130399
2242,1,1,1,1,1,2037.4341,21.27932792
2243,1,1,1,1,1,131.88295,11.15876215
2244,1,1,1,1,1,703.76013,17.96891044
2245,1,1,1,1,1,198.20305,20.44302248
2246,1,1,1,1,1,405.4265,20.8293568
2247,1,1,1,1,1,393.48874,91.98564482
2248,1,1,1,1,1,102.27026,74.79968775
2249,1,1,1,1,1,236.09418,2284.831928
2250,1,1,1,1,1,192.38979,9075.543579
2251,1,1,1,1,1,136.72734,1658.358084
2252,1,1,1,1,1,446.29892,3616.405157
2253,1,1,1,1,1,1208.209,11874.37851
2254,1,1,1,1,1,878.6082,49.65048724
2255,1,1,1,1,1,259.98224,3097.974709
2256,1,1,1,1,1,796.028,93.14343778
2257,1,1,1,1,1,1660.9338,5619.273777
2258,1,1,1,1,1,923.1747,463.8913838
2259,1,1,1,1,1,529.9951,504.668969
2260,1,1,1,1,1,2967.89,108.4060002
2261,1,1,1,1,1,775.5719,4413.319397
2262,1,1,1,1,1,244.3854,6.068026736
2263,1,1,1,1,1,501.8401,5.6564058
2264,1,1,1,1,1,472.50873,12.59243524
2265,1,1,1,1,1,495.58386,15.67444089
2266,1,1,1,1,1,283.4549,2838.822147
2267,1,1,1,1,1,420.89618,65.49167277
2268,1,1,1,1,1,2204.5793,1677.296241
2269,1,1,1,1,1,105.070656,4057.438015
2270,1,1,1,1,1,279.33054,4103.65047
2271,1,1,1,1,1,184.87921,4047.900033
2272,1,1,1,1,1,1327.5635,2409.793274
2273,1,1,1,1,1,2525.2566,5216.055966
2274,1,1,1,1,1,1559.1573,5143.616205
2275,1,1,1,1,1,1350.7975,1804.003472
2276,1,1,1,1,1,2607.355,2265.603429
2277,1,1,1,1,1,506.17023,6366.102139
2278,1,1,1,1,1,235.45192,2854.75273
2279,1,1,1,1,1,2003.5173,74.18396121
2280,1,1,1,1,1,502.68506,1626.721296
2281,1,1,1,1,1,1613.5813,2147.111697
2282,1,1,1,1,1,812.58105,39.79086876
2283,1,1,1,1,1,1392.7152,2307.076161
2284,1,1,1,1,1,897.59656,4982.902751
2285,1,1,1,1,1,394.18677,1981.425876
2286,1,1,1,1,1,127.92803,88.14001617
2287,1,1,1,1,1,298.378,97.0316617
2288,1,1,1,1,1,612.5885,15.97899937
2289,1,1,1,1,1,697.42145,6.843172314
2290,1,1,1,1,1,298.25903,6.10735323
2291,1,1,1,1,1,162.0697,8.745317028
2292,1,1,1,1,1,459.6617,15.14403155
2293,1,1,1,1,1,259.61667,17.05140589
2294,1,1,1,1,1,863.01324,12.67665991
2295,1,1,1,1,1,489.64258,12.22957502
2296,1,1,1,1,1,1392.5712,165.9487042
2297,1,1,1,1,1,905.4273,185.9546872
2298,1,1,1,1,1,613.2076,5.456905628
2299,1,1,1,1,1,1448.1245,10.12332367
2300,1,1,1,1,1,1310.5477,7.210032362
2301,1,1,1,1,1,1734.3572,7.29360707
2302,1,1,1,1,1,1722.599,11.4635591
2303,1,1,1,1,1,581.47516,14.19431197
2304,1,1,1,1,1,1351.8234,11.98789657
2305,1,1,1,1,1,815.24097,17.59511605
2306,1,1,1,1,1,2126.4917,5.961337195
2307,1,1,1,1,1,2402.0027,8.186238894
2308,1,1,1,1,1,3394.8599,16.73656614
2309,1,1,1,1,1,725.3448,8.894379691
2310,1,1,1,1,1,1009.6595,112.2797736
2311,1,1,1,1,1,7063.2104,125.6487405
2312,1,1,1,1,1,1305.9858,1583.501753
2313,1,1,1,1,1,339.14594,144.5827889
2314,1,1,1,1,1,2894.9788,128.875862
2315,1,1,1,1,1,259.76248,2593.685013
2316,1,1,1,1,1,3712.795,1422.310168
2317,1,1,1,1,1,630.9708,7041.495076
2318,1,1,1,1,1,286.83,5252.993362
2319,1,1,1,1,1,749.1591,1489.705674
2320,1,1,1,1,1,1469.1161,6596.631147
2321,1,1,1,1,1,475.5224,2919.929573
2322,1,1,1,1,1,1088.0212,4263.509048
2323,1,1,1,1,1,1242.9183,4307.241819
2324,1,1,1,1,1,707.3168,66.21677993
2325,1,1,1,1,1,719.74963,58.47475774
2326,1,1,1,1,1,709.92944,122.2440596
2327,1,1,1,1,1,1519.8176,3141.310347
2328,1,1,1,1,1,1197.4543,5625.249051
2329,1,1,1,1,1,633.5531,4551.17176
2330,1,1,1,1,1,1519.1531,6875.266055
2331,1,1,1,1,1,923.49426,526.0089833
2332,1,1,1,1,1,1055.7942,28.22754699
2333,1,1,1,1,1,828.5449,11.1570495
2334,1,1,1,1,1,3071.974,13.39868682
2335,1,1,1,1,1,3723.8599,8.345044531
2336,1,1,1,1,1,852.81647,118.5583169
2337,1,1,1,1,1,1656.6777,104.8923275
2338,1,1,1,1,1,1929.9558,105.8203828
2339,1,1,1,1,1,5363.146,1260.153293
2340,1,1,1,1,1,1,4549.107647
2341,1,1,1,1,1,3911.5056,2518.983143
2342,1,1,1,1,1,1691.7703,4569.512922
2343,1,1,1,1,1,2139.815,4724.025779
2344,1,1,1,1,1,5064.3706,2312.611499
2345,1,1,1,1,1,572.6072,1813.177555
2346,1,1,1,1,1,1609.24,1829.060421
2347,1,1,1,1,1,1971.1244,519.4457254
2348,1,1,1,1,1,4352.1255,5569.571904
2349,1,1,1,1,1,1431.7979,3340.107953
2350,1,1,1,1,1,1876.7139,3596.303252
2351,1,1,1,1,1,7153.169,552.9394717
2352,1,1,1,1,1,7427.4614,542.4302288
2353,1,1,1,1,1,2291.0693,7257.771379
2354,1,1,1,1,1,928.26086,15.21797699
2355,1,1,1,1,1,1942.6028,10.83790505
2356,1,1,1,1,1,3379.4707,17.4377604
2357,1,1,1,1,1,3640.9644,12.85234715
2358,1,1,1,1,1,3841.853,137.2380816
2359,1,1,1,1,1,669.68384,95.04194433
2360,1,1,1,1,1,4823.801,91.95766813
2361,1,1,1,1,1,678.1803,7950.314993
2362,1,1,1,1,1,1381.6332,71.71443757
2363,1,1,1,1,1,802.10724,125.3714338
2364,1,1,1,1,1,474.1581,1241.049697
2365,1,1,1,1,1,373.05115,78.01514647
2366,1,1,1,1,1,692.30206,1176.588208
2367,1,1,1,1,1,872.4358,6221.498979
2368,1,1,1,1,1,865.7588,4972.880446
2369,1,1,1,1,1,2104.3062,2134.367981
2370,1,1,1,1,1,94.784,6477.265889
2371,1,1,1,1,1,776.2792,2473.224612
2372,1,1,1,1,1,399.20807,4994.295887
2373,1,1,1,1,1,819.6821,74.3668181
2374,1,1,1,1,1,682.1562,3403.507845
2375,1,1,1,1,1,246.47305,1908.798953
2376,1,1,1,1,1,460.533,6816.549967
2377,1,1,1,1,1,770.9886,1768.668838
2378,1,1,1,1,1,533.7012,4210.7515
2379,1,1,1,1,1,364.67905,4882.691206
2380,1,1,1,1,1,1181.5068,5397.662871
2381,1,1,1,1,1,845.115,411.0680855
2382,1,1,1,1,1,3701.8691,77.29942666
2383,1,1,1,1,1,6474.0186,1510.906637
2384,1,1,1,1,1,6580.513,198.6033843
2385,1,1,1,1,1,10826.31,2331.701059
2386,1,1,1,1,1,10758.834,77.70503717
2387,1,1,1,1,1,6335.9917,2180.791022
2388,1,1,1,1,1,10217.129,1320.313684
2389,1,1,1,1,1,6007.963,4062.333225
2390,1,1,1,1,1,5037.087,438.4342567
2391,1,1,1,1,1,10494.98,5064.984927
2392,1,1,1,1,1,4607.358,6789.603044
2393,1,1,1,1,1,1708.487,4859.915634
2394,1,1,1,1,1,5747.5596,5925.325457
2395,1,1,1,1,1,20483.422,5127.716017
2396,1,1,1,1,1,145.11829,3281.7611
2397,1,1,1,1,1,465.12558,170.5797864
2398,1,1,1,1,1,205.06096,25.12666001
2399,1,1,1,1,1,1093.862,5.940862962
2400,1,1,1,1,1,352.9585,9.99748607
2401,1,1,1,1,1,389.25482,9.97638486
2402,1,1,1,1,1,932.6247,2998.715873
2403,1,1,1,1,1,1882.2476,8.315375132
2404,1,1,1,1,1,729.55066,477.7481446
2405,1,1,1,1,1,1698.8303,4222.738487
2406,1,1,1,1,1,1465.0804,83.878188
2407,1,1,1,1,1,2222.6099,1149.903511
2408,1,1,1,1,1,1016.875,95.34340806
2409,1,1,1,1,1,825.99243,284.1571304
2410,1,1,1,1,1,1765.6987,8.645873075
2411,1,1,1,1,1,1093.3896,8.558510179
2412,1,1,1,1,1,1547.8834,12.80348431
2413,1,1,1,1,1,860.60895,16.55451079
2414,1,1,1,1,1,1138.2438,10.49077551
2415,1,1,1,1,1,2548.7764,7.345815068
2416,1,1,1,1,1,1997.2295,1698.660987
2417,1,1,1,1,1,2772.0872,2795.640954
2418,1,1,1,1,1,961.57776,1242.103599
2419,1,1,1,1,1,1220.5793,4604.624044
2420,1,1,1,1,1,584.87354,5369.589542
2421,1,1,1,1,1,740.2122,7490.909335
2422,1,1,1,1,1,1735.0502,3431.512605
2423,1,1,1,1,1,733.6937,1038.112642
2424,1,1,1,1,1,703.3787,1101.735775
2425,1,1,1,1,1,268.27466,1595.648931
2426,1,1,1,1,1,3364.6738,2015.595127
2427,1,1,1,1,1,3248.608,1631.847394
2428,1,1,1,1,1,4555.675,3620.999683
2429,1,1,1,1,1,3471.76,907.9117184
2430,1,1,1,1,1,2653.2522,3300.957218
2431,1,1,1,1,1,5716.0615,1896.189515
2432,1,1,1,1,1,3166.121,1875.239029
2433,1,1,1,1,1,4825.5923,102.6289843
2434,1,1,1,1,1,2213.2488,1880.981757
2435,1,1,1,1,1,87.98212,29.61444148
2436,1,1,1,1,1,1992.7661,686.6913899
2437,1,1,1,1,1,8939.776,2902.329004
2438,1,1,1,1,1,4103.7085,1401.064423
2439,1,1,1,1,1,557.6781,55.3910912
2440,1,1,1,1,1,1980.2362,2759.060529
2441,1,1,1,1,1,1023.9723,755.5383011
2442,1,1,1,1,1,8175.2876,3044.611677
2443,1,1,1,1,1,2377.3005,2715.352607
2444,1,1,1,1,1,4520.136,14.58769969
2445,1,1,1,1,1,1834.7427,13.75459292
2446,1,1,1,1,1,3168.2744,8.270544506
2447,1,1,1,1,1,4809.038,19.48010773
2448,1,1,1,1,1,891.3062,4557.794517
2449,1,1,1,1,1,2893.2703,8.711068495
2450,1,1,1,1,1,5297.4893,9.588655423
2451,1,1,1,1,1,4307.4653,6.248208176
2452,1,1,1,1,1,3279.579,9.273650042
2453,1,1,1,1,1,2786.549,14.91867047
2454,1,1,1,1,1,739.6726,23.19074566
